,Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm)
,7Networks_1,7Networks_2,7Networks_3,7Networks_4,7Networks_5,7Networks_6,7Networks_7,7Networks_1,7Networks_2,7Networks_3,7Networks_4,7Networks_5,7Networks_6,7Networks_7
Age (years),,,,,,,,,,,,,,
15.0,2.2756983828760102,2.526197950050166,2.5114447326052844,2.8486962177748567,2.98777495082643,2.6337915077343603,2.830470340434316,0.09210674159524228,0.09982573575227235,0.09539048808621155,0.09077182371362057,0.10590145107338923,0.09389152993028627,0.09336279458769188
16.0,2.2607317133128033,2.5126415661996107,2.4949685070728576,2.8328034053561297,2.976333093261245,2.616494346923698,2.811576203021261,0.09139685525644219,0.09939291200574049,0.09493530671861185,0.09034038573925463,0.10529538679323452,0.09332529565353509,0.09286823416552431
17.0,2.2469051330212677,2.500012655800146,2.4797197001352367,2.8178722424305054,2.9657169300255437,2.6004187883010297,2.7940068762903736,0.0907255838539356,0.09900268585251586,0.09450512888427412,0.08992384328930896,0.10472626820843338,0.09278046125363089,0.09238756545621371
18.0,2.234175338857199,2.488273402983178,2.46565020748806,2.803866033048901,2.955894666539095,2.5855174721595486,2.7777114491262234,0.09009225670913967,0.0986537469877292,0.09409983385373721,0.08952255020327719,0.10419303437845658,0.09225711506486106,0.09192127954022554
19.0,2.2224990276764096,2.477385991880103,2.452711924826952,2.7907480812622283,2.946834508221674,2.5717430387924476,2.762639010413382,0.08949625595472765,0.09834484462636345,0.09371932992996863,0.08913685559577766,0.10369471678457863,0.09175535643703372,0.09146985151102499
20.0,2.211832896334677,2.467312606622357,2.440856747847583,2.778481691121412,2.93850466049302,2.5590481284929196,2.748738649036403,0.0889370118217572,0.09807478534498024,0.09336355314896339,0.08876710545586339,0.1032304307108236,0.09127529727887686,0.09103374296514616
21.0,2.202133641687813,2.4580154313412987,2.4300365722455606,2.7670301666773556,2.930873328772926,2.5473853815541627,2.7359594538798766,0.0884139980370531,0.0978424307493989,0.09303246618560936,0.08841364444476363,0.10279936712203476,0.09081706358751487,0.0906134045191925
22.0,2.193357960591592,2.449456650168372,2.420203293716542,2.756356811980966,2.923908718481143,2.536707438269371,2.7242505138283457,0.08792672740798559,0.09764669504164811,0.09272605744577735,0.08807681782575201,0.10240078506682909,0.0903807969441351,0.09020927831715976
23.0,2.185462549901843,2.4415984472349526,2.411308807956147,2.746424931083154,2.9175790350374307,2.5269669389317424,2.7135609177663795,0.0874747476577727,0.09748654254744481,0.09244434032634144,0.08775697347152439,0.10203400462143691,0.08996665595985517,0.08982180049981983
24.0,2.1784041064743374,2.4344030066724636,2.4033050106600142,2.737197828034834,2.911852483861576,2.518116523834462,2.703839754578569,0.08705763756206412,0.0973609852545462,0.09218735262584192,0.08745446390446641,0.1016984003807808,0.08957481765913705,0.08945140361487233
25.0,2.1721393271648726,2.427832512612309,2.3961437975238074,2.7286388068869254,2.9066972703733134,2.5101088332707455,2.6950361131494556,0.08667500342672162,0.09726908040253286,0.09195515608971586,0.08716964833373658,0.10139339549534936,0.08920547879098004,0.08909851895240163
26.0,2.166624908829249,2.421849149185874,2.389777064243141,2.720711171690334,2.9020815999924183,2.5028965075337686,2.6870990823636225,0.08632647593726092,0.09720992815587103,0.0917478360753797,0.08690289466040607,0.10111845624622141,0.08885885706063423,0.08876357879508215
27.0,2.1618175483232633,2.4164151005245884,2.3841567065136613,2.7133782264959816,2.8979736781386736,2.4964321869167487,2.679977751105634,0.08601170740216335,0.09718266938438731,0.09156550132389614,0.0866545814281701,0.10087308714568789,0.08853519227679268,0.08844701857671972
28.0,2.157673942502716,2.4114925507598453,2.3792346200310046,2.7066032753547637,2.8943417102318203,2.490668511712867,2.6736212082600423,0.08573036940505524,0.09718648356848457,0.09140828382644857,0.08642509970253784,0.10065682654707848,0.08823474741119557,0.08814927894625411
